Gene,Cancer Type,Source,Study,level
CSDE1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
CSNK1G3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
CUL1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
DDX3X,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
DHX15,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
DIS3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
EIF2C3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
EIF4G1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ELF1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ERBB2IP,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
FMR1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
FN1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
G3BP2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
GPS2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
HCFC1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
HLA-A,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
HNRPDL,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
HSPA8,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ITSN1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
KALRN,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
KLF4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
LRP6,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
MACF1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
MAX,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
MED23,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
MED24,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
MSR1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
MUC20,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
MYH14,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
NR4A2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
NUP107,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
PCDH18,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
PCSK6,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
PIK3CB,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
PIK3R3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
PIP5K1A,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
POLR2B,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
PRKCZ,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
PTGS1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
PTPRU,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
RBBP7,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
RBM5,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
RFC4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
RHEB,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
RPGR,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
SEC24D,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
SETDB1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
SOS1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
SOS2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
SPTAN1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
SRGAP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
STAG1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
STIP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
STK4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
SVEP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
TAF1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
TFDP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
TNPO1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
TOM1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
TRIO,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ZFP36L2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ARID1A,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
ATM,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
ATRX,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
BRAF,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
HRAS,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
IDH1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
KDM6A,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
KRAS,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
MLL3,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
MYD88,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
RB1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
SF3B1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
STAG2,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
TP53,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
XPO1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",A
ASXL1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
BCOR,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
BLM,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
EP300,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
FGFR2,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
FGFR3,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
MED12,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
MLL,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
NOTCH1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
NSD1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
PTPN11,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",B
AHNAK,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
ARHGAP35,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
CARM1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
CASP1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
CLASP2,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
CLSPN,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
DDX3X,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
GNAI1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
GPS2,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
MACF1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
NCOR1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
PLCB1,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
TRIO,CLL,IntOGen,"CLL_Broad,CLL_DF,CLL_HC",C
APC,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
ARID1A,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
ATM,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
ATRX,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
BRAF,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
CASP8,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
CDKN1B,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
CHD4,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
CTCF,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
CTNNB1,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
DNMT3A,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
EGFR,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
ELF3,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
FAM123B,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
FBXW7,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
GATA3,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
GNAS,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
IDH2,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
KRAS,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
LPHN2,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
MAP2K1,COAD/READ,IntOGen,"COADREAD_TCGA,CO_JH",A
